,contractSymbol,strike,bid,ask,volume,openInterest,impliedVolatility,inTheMoney,expirationDate,CALL,mark
24,AAP210521P00180000,180.0,0.15,0.25,15.0,204,0.5224657128906249,False,2021-05-21,False,0.2
25,AAP210521P00185000,185.0,0.0,0.55,5.0,156,0.5288133056640626,False,2021-05-21,False,0.275
26,AAP210521P00190000,190.0,0.1,0.85,4.0,986,0.46631393066406257,False,2021-05-21,False,0.475
27,AAP210521P00195000,195.0,0.65,1.2,14.0,568,0.38013315185546875,False,2021-05-21,False,0.925
28,AAP210521P00200000,200.0,1.8,2.25,22.0,398,0.3288641333007812,False,2021-05-21,False,2.025
29,AAP210521P00210000,210.0,6.7,8.5,1.0,20,0.3461979443359374,True,2021-05-21,False,7.6
30,AAP210618C00100000,100.0,83.5,88.5,2.0,1,1.0000000000000003e-05,True,2021-06-18,True,86.0
31,AAP210618C00120000,120.0,70.7,75.4,10.0,1,1.0000000000000003e-05,True,2021-06-18,True,73.05000000000001
32,AAP210618C00125000,125.0,65.5,70.3,2.0,3,1.0000000000000003e-05,True,2021-06-18,True,67.9
33,AAP210618C00130000,130.0,54.0,59.0,2.0,2,1.0000000000000003e-05,True,2021-06-18,True,56.5
34,AAP210618C00135000,135.0,65.8,70.5,1.0,4,0.7485376708984376,True,2021-06-18,True,68.15
35,AAP210618C00140000,140.0,61.1,64.5,1.0,4,0.58789474609375,True,2021-06-18,True,62.8
36,AAP210618C00145000,145.0,57.3,58.7,1.0,28,0.6001016552734376,True,2021-06-18,True,58.0
37,AAP210618C00150000,150.0,51.2,54.8,50.0,138,0.5478560839843751,True,2021-06-18,True,53.0
38,AAP210618C00155000,155.0,47.7,49.4,5.0,34,0.5910685424804689,True,2021-06-18,True,48.55
39,AAP210618C00160000,160.0,42.1,44.7,1.0,843,0.5141650146484374,True,2021-06-18,True,43.400000000000006
40,AAP210618C00165000,165.0,36.8,40.3,11.0,53,0.6420934228515626,True,2021-06-18,True,38.55
41,AAP210618C00170000,170.0,32.9,34.9,1.0,129,0.5454147021484376,True,2021-06-18,True,33.9
42,AAP210618C00175000,175.0,27.7,30.5,1.0,212,0.5228319201660157,True,2021-06-18,True,29.1
43,AAP210618C00180000,180.0,24.1,25.0,1.0,220,0.4239559558105469,True,2021-06-18,True,24.55
44,AAP210618C00185000,185.0,19.3,21.2,1.0,205,0.426885614013672,True,2021-06-18,True,20.25
45,AAP210618C00190000,190.0,16.0,16.9,10.0,237,0.3888000573730469,True,2021-06-18,True,16.45
46,AAP210618C00195000,195.0,12.0,13.3,2.0,342,0.3723207299804688,True,2021-06-18,True,12.65
47,AAP210618C00200000,200.0,9.3,10.2,9.0,580,0.36121244262695307,True,2021-06-18,True,9.75
48,AAP210618C00210000,210.0,5.1,5.6,17.0,323,0.35120277709960934,False,2021-06-18,True,5.35
49,AAP210618C00220000,220.0,2.2,3.0,22.0,52,0.35816071533203125,False,2021-06-18,True,2.6
50,AAP210618C00230000,230.0,0.75,1.55,4.0,22,0.36694968994140625,False,2021-06-18,True,1.15
51,AAP210618C00240000,240.0,0.35,1.05,3.0,61,0.40381455566406255,False,2021-06-18,True,0.7
52,AAP210618C00260000,260.0,0.0,2.2,,5,0.5432174584960938,False,2021-06-18,True,1.1
53,AAP210618P00080000,80.0,0.0,2.15,2.0,20,1.7426770678710937,False,2021-06-18,False,1.075
54,AAP210618P00085000,85.0,0.0,1.0,9.0,9,1.4345731396484376,False,2021-06-18,False,0.5
55,AAP210618P00090000,90.0,0.0,1.1,11.0,12,1.369143779296875,False,2021-06-18,False,0.55
56,AAP210618P00095000,95.0,0.0,2.15,,11,1.4506863403320311,False,2021-06-18,False,1.075
57,AAP210618P00100000,100.0,0.0,0.55,1.0,11,1.083988955078125,False,2021-06-18,False,0.275
58,AAP210618P00105000,105.0,0.0,4.4,1.0,362,1.4965845483398437,False,2021-06-18,False,2.2
59,AAP210618P00110000,110.0,0.0,4.3,1.0,28,1.3989287866210938,False,2021-06-18,False,2.15
60,AAP210618P00115000,115.0,0.05,0.8,1.0,22,0.9511723632812499,False,2021-06-18,False,0.42500000000000004
61,AAP210618P00120000,120.0,0.0,0.6,1.0,2085,0.8398453515625,False,2021-06-18,False,0.3
62,AAP210618P00125000,125.0,0.1,0.75,6.0,69,0.8261736132812498,False,2021-06-18,False,0.425
63,AAP210618P00130000,130.0,0.0,1.0,1.0,39,0.7895528857421875,False,2021-06-18,False,0.5
64,AAP210618P00135000,135.0,0.0,1.95,1.0,36,0.8320329296874999,False,2021-06-18,False,0.975
65,AAP210618P00140000,140.0,0.0,1.0,2.0,66,0.6748079394531252,False,2021-06-18,False,0.5
66,AAP210618P00145000,145.0,0.0,0.75,3.0,148,0.5888712988281251,False,2021-06-18,False,0.375
67,AAP210618P00150000,150.0,0.0,1.45,1.0,92,0.6096230444335939,False,2021-06-18,False,0.725
68,AAP210618P00155000,155.0,0.0,0.9,1.0,182,0.5039112109375,False,2021-06-18,False,0.45
69,AAP210618P00160000,160.0,0.25,1.2,3.0,521,0.5004932763671875,False,2021-06-18,False,0.725
70,AAP210618P00165000,165.0,0.55,0.75,4.0,30,0.4506890869140625,False,2021-06-18,False,0.65
71,AAP210618P00170000,170.0,0.85,1.85,6.0,84,0.507817421875,False,2021-06-18,False,1.35
72,AAP210618P00175000,175.0,1.25,1.5,4.0,36,0.4182187084960937,False,2021-06-18,False,1.375
73,AAP210618P00180000,180.0,1.85,2.9,40.0,87,0.4545952978515625,False,2021-06-18,False,2.375
74,AAP210618P00185000,185.0,2.7,3.1,43.0,281,0.3983214465332031,False,2021-06-18,False,2.9000000000000004
75,AAP210618P00190000,190.0,3.8,4.3,5.0,38,0.38794557373046873,False,2021-06-18,False,4.05
76,AAP210618P00195000,195.0,5.4,5.9,2.0,148,0.3802552209472656,False,2021-06-18,False,5.65
77,AAP210618P00200000,200.0,7.4,7.9,22.0,127,0.37280900634765624,False,2021-06-18,False,7.65
78,AAP210618P00210000,210.0,12.9,14.0,4.0,34,0.3924010955810546,True,2021-06-18,False,13.45
79,AAP210618P00270000,270.0,66.4,69.7,,1,0.5400436621093752,True,2021-06-18,False,68.05000000000001
80,AAP210917C00100000,100.0,80.1,85.0,100.0,32,1.0000000000000003e-05,True,2021-09-17,True,82.55
81,AAP210917C00115000,115.0,48.0,50.5,,2,1.0000000000000003e-05,True,2021-09-17,True,49.25
82,AAP210917C00135000,135.0,61.0,65.5,1.0,2,1.0000000000000003e-05,True,2021-09-17,True,63.25
83,AAP210917C00140000,140.0,44.7,46.3,2.0,2,1.0000000000000003e-05,True,2021-09-17,True,45.5
84,AAP210917C00145000,145.0,43.1,45.3,1.0,2,1.0000000000000003e-05,True,2021-09-17,True,44.2
85,AAP210917C00155000,155.0,47.9,50.5,1.0,2,0.4145566357421875,True,2021-09-17,True,49.2
86,AAP210917C00160000,160.0,44.2,46.3,1.0,4,0.41071145935058595,True,2021-09-17,True,45.25
87,AAP210917C00165000,165.0,40.0,42.3,1.0,5,0.4085142156982422,True,2021-09-17,True,41.15
88,AAP210917C00170000,170.0,36.1,37.6,1.0,45,0.37909556457519533,True,2021-09-17,True,36.85
89,AAP210917C00175000,175.0,31.4,33.1,1.0,11,0.35455967712402336,True,2021-09-17,True,32.25
90,AAP210917C00180000,180.0,27.3,29.7,1.0,20,0.35761140441894534,True,2021-09-17,True,28.5
91,AAP210917C00185000,185.0,24.2,26.1,1.0,8,0.34943277526855465,True,2021-09-17,True,25.15
92,AAP210917C00190000,190.0,21.1,22.6,6.0,27,0.3389348333740234,True,2021-09-17,True,21.85
93,AAP210917C00195000,195.0,17.5,19.7,1.0,9,0.33704276245117193,True,2021-09-17,True,18.6
94,AAP210917C00200000,200.0,16.1,18.0,2.0,186,0.35547519531249994,True,2021-09-17,True,17.05
95,AAP210917C00210000,210.0,11.5,13.0,1.0,629,0.3419865606689453,False,2021-09-17,True,12.25
96,AAP210917C00220000,220.0,8.0,9.3,1.0,232,0.33667655517578127,False,2021-09-17,True,8.65
97,AAP210917C00230000,230.0,5.3,5.8,10.0,49,0.3154365332031249,False,2021-09-17,True,5.55
98,AAP210917C00240000,240.0,3.4,5.1,1.0,35,0.3484562225341796,False,2021-09-17,True,4.25
99,AAP210917C00250000,250.0,1.35,3.1,9.0,443,0.33209896423339846,False,2021-09-17,True,2.225
100,AAP210917C00260000,260.0,1.3,2.85,1.0,2,0.36225002990722655,False,2021-09-17,True,2.075
101,AAP210917P00080000,80.0,0.1,2.0,10.0,10,0.9047861083984375,False,2021-09-17,False,1.05
102,AAP210917P00095000,95.0,0.0,0.95,6.0,8,0.6550327465820314,False,2021-09-17,False,0.475
103,AAP210917P00100000,100.0,0.0,2.35,1.0,6,0.7238797143554687,False,2021-09-17,False,1.175
104,AAP210917P00105000,105.0,0.0,1.4,,10,0.6162147753906251,False,2021-09-17,False,0.7
105,AAP210917P00110000,110.0,0.0,0.0,,0,0.2500075,False,2021-09-17,False,0.0
106,AAP210917P00115000,115.0,0.1,1.6,1.0,7,0.56055126953125,False,2021-09-17,False,0.8500000000000001
107,AAP210917P00120000,120.0,0.0,0.0,3.0,8,0.2500075,False,2021-09-17,False,0.0
108,AAP210917P00125000,125.0,4.8,7.7,,2,0.8234880932617187,False,2021-09-17,False,6.25
109,AAP210917P00130000,130.0,0.1,1.0,2.0,3,0.47009807250976565,False,2021-09-17,False,0.55
110,AAP210917P00135000,135.0,0.05,3.1,,2,0.5775188732910157,False,2021-09-17,False,1.575
111,AAP210917P00140000,140.0,0.25,1.45,1.0,54,0.4390925231933594,False,2021-09-17,False,0.85
112,AAP210917P00145000,145.0,1.45,1.7,4.0,24,0.42163664306640625,False,2021-09-17,False,1.575
113,AAP210917P00150000,150.0,1.8,2.15,1.0,28,0.41296973754882804,False,2021-09-17,False,1.975
114,AAP210917P00155000,155.0,2.3,2.6,2.0,5,0.40015248291015626,False,2021-09-17,False,2.45
115,AAP210917P00160000,160.0,2.95,3.3,1.0,9,0.3942931665039063,False,2021-09-17,False,3.125
116,AAP210917P00165000,165.0,3.6,4.1,1.0,10,0.387152124633789,False,2021-09-17,False,3.8499999999999996
117,AAP210917P00170000,170.0,4.5,5.1,1.0,31,0.38184211914062494,False,2021-09-17,False,4.8
118,AAP210917P00175000,175.0,5.7,6.4,1.0,19,0.38013315185546875,False,2021-09-17,False,6.050000000000001
119,AAP210917P00180000,180.0,7.0,7.6,3.0,15,0.3704286590576171,False,2021-09-17,False,7.3
120,AAP210917P00185000,185.0,8.6,9.1,1000.0,9,0.36377589355468753,False,2021-09-17,False,8.85
121,AAP210917P00190000,190.0,10.4,11.3,5.0,7,0.36853658813476564,False,2021-09-17,False,10.850000000000001
122,AAP210917P00195000,195.0,12.4,13.0,25.0,36,0.35657381713867187,False,2021-09-17,False,12.7
123,AAP210917P00200000,200.0,14.8,15.7,25.0,45,0.3616396844482421,False,2021-09-17,False,15.25
124,AAP210917P00210000,210.0,19.7,21.4,,2,0.3629214099121094,True,2021-09-17,False,20.549999999999997
125,AAP210917P00280000,280.0,77.4,81.5,,7,0.4792532543945312,True,2021-09-17,False,79.45
126,AAP211217C00170000,170.0,38.7,40.9,,5,0.3631350308227539,True,2021-12-17,True,39.8
127,AAP211217C00195000,195.0,22.4,24.2,,2,0.3316717224121094,True,2021-12-17,True,23.299999999999997
128,AAP211217C00220000,220.0,11.5,13.5,,1,0.3259649923706054,False,2021-12-17,True,12.5
129,AAP211217C00230000,230.0,9.4,10.4,1.0,7,0.323126885986328,False,2021-12-17,True,9.9
130,AAP211217C00240000,240.0,5.9,7.6,1.0,30,0.31476515319824216,False,2021-12-17,True,6.75
131,AAP211217C00250000,250.0,5.1,5.7,,1,0.31323928955078123,False,2021-12-17,True,5.4
132,AAP211217C00280000,280.0,0.3,3.9,1.0,1,0.3594424407958984,False,2021-12-17,True,2.1
133,AAP211217P00120000,120.0,0.0,3.4,,3,0.5512740185546876,False,2021-12-17,False,1.7
134,AAP211217P00135000,135.0,2.3,3.7,,1,0.4631401342773438,False,2021-12-17,False,3.0
135,AAP211217P00140000,140.0,2.8,5.0,10.0,11,0.4762015270996094,False,2021-12-17,False,3.9
136,AAP211217P00155000,155.0,4.4,6.2,1.0,13,0.41235939208984373,False,2021-12-17,False,5.300000000000001
137,AAP211217P00160000,160.0,5.8,7.1,,2,0.40228869201660156,False,2021-12-17,False,6.449999999999999
138,AAP211217P00170000,170.0,8.2,8.8,,1,0.37366348999023435,False,2021-12-17,False,8.5
139,AAP211217P00180000,180.0,11.3,11.9,,1,0.36475244628906256,False,2021-12-17,False,11.600000000000001
140,AAP211217P00190000,190.0,15.2,16.1,,17,0.3635317553710938,False,2021-12-17,False,15.65
141,AAP211217P00210000,210.0,25.2,26.4,,9,0.3566043344116211,True,2021-12-17,False,25.799999999999997
142,AAP220121C00045000,45.0,116.1,121.0,1.0,2,1.0000000000000003e-05,True,2022-01-21,True,118.55
143,AAP220121C00050000,50.0,0.0,0.0,,4,1.0000000000000003e-05,True,2022-01-21,True,0.0
144,AAP220121C00060000,60.0,0.0,0.0,2.0,2,1.0000000000000003e-05,True,2022-01-21,True,0.0
145,AAP220121C00075000,75.0,106.5,111.5,2.0,0,1.0000000000000003e-05,True,2022-01-21,True,109.0
146,AAP220121C00080000,80.0,69.8,72.2,5.0,1,1.0000000000000003e-05,True,2022-01-21,True,71.0
147,AAP220121C00085000,85.0,80.0,84.5,,1,1.0000000000000003e-05,True,2022-01-21,True,82.25
148,AAP220121C00090000,90.0,70.6,73.5,3.0,5,1.0000000000000003e-05,True,2022-01-21,True,72.05
149,AAP220121C00095000,95.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,2022-01-21,True,0.0
150,AAP220121C00100000,100.0,84.5,89.5,1.0,6,1.0000000000000003e-05,True,2022-01-21,True,87.0
151,AAP220121C00105000,105.0,49.5,50.3,1.0,3,1.0000000000000003e-05,True,2022-01-21,True,49.9
152,AAP220121C00110000,110.0,52.5,56.7,1.0,7,1.0000000000000003e-05,True,2022-01-21,True,54.6
153,AAP220121C00115000,115.0,47.2,51.2,1.0,4,1.0000000000000003e-05,True,2022-01-21,True,49.2
154,AAP220121C00120000,120.0,64.1,67.8,3.0,7,1.0000000000000003e-05,True,2022-01-21,True,65.94999999999999
155,AAP220121C00130000,130.0,72.2,74.6,1.0,7,0.3891662646484375,True,2022-01-21,True,73.4
156,AAP220121C00135000,135.0,33.2,36.4,1.0,5,1.0000000000000003e-05,True,2022-01-21,True,34.8
157,AAP220121C00140000,140.0,63.7,66.1,1.0,123,0.39374385559082037,True,2022-01-21,True,64.9
158,AAP220121C00145000,145.0,58.9,62.0,2.0,4,0.3936828210449219,True,2022-01-21,True,60.45
159,AAP220121C00150000,150.0,40.4,43.3,33.0,73,1.0000000000000003e-05,True,2022-01-21,True,41.849999999999994
160,AAP220121C00155000,155.0,51.2,53.6,5.0,476,0.37781383911132804,True,2022-01-21,True,52.400000000000006
161,AAP220121C00160000,160.0,46.6,48.7,9.0,6559,0.35028725891113277,True,2022-01-21,True,47.650000000000006
162,AAP220121C00165000,165.0,43.0,45.2,1.0,151,0.35352208984374994,True,2022-01-21,True,44.1
163,AAP220121C00170000,170.0,39.7,41.2,10.0,3654,0.3428410443115234,True,2022-01-21,True,40.45
164,AAP220121C00175000,175.0,35.7,37.9,5.0,59,0.343207251586914,True,2022-01-21,True,36.8
165,AAP220121C00180000,180.0,32.2,34.5,2.0,187,0.33850759155273435,True,2022-01-21,True,33.35
166,AAP220121C00185000,185.0,29.2,31.5,1.0,61,0.3378362115478516,True,2022-01-21,True,30.35
167,AAP220121C00190000,190.0,26.4,28.4,1.0,114,0.33255672332763675,True,2022-01-21,True,27.4
168,AAP220121C00195000,195.0,22.6,24.6,2.0,108,0.3138801522827148,True,2022-01-21,True,23.6
169,AAP220121C00200000,200.0,21.8,22.7,2.0,80,0.32199774688720695,True,2022-01-21,True,22.25
170,AAP220121C00210000,210.0,17.4,20.0,1.0,23,0.3458317370605468,False,2022-01-21,True,18.7
171,AAP220121C00220000,220.0,12.2,15.7,1.0,35,0.3357305197143554,False,2022-01-21,True,13.95
172,AAP220121C00230000,230.0,9.4,12.4,1.0,51,0.33151913604736327,False,2022-01-21,True,10.9
173,AAP220121C00240000,240.0,6.7,8.7,2.0,52,0.3111030804443359,False,2022-01-21,True,7.699999999999999
174,AAP220121C00250000,250.0,5.9,7.6,4.0,276,0.3266668896484375,False,2022-01-21,True,6.75
175,AAP220121C00260000,260.0,2.8,5.2,1.0,77,0.31061480407714837,False,2022-01-21,True,4.0
176,AAP220121C00270000,270.0,1.3,4.1,,1,0.3132698068237304,False,2022-01-21,True,2.6999999999999997
177,AAP220121C00280000,280.0,0.7,3.6,1.0,0,0.32569033691406246,False,2022-01-21,True,2.15
178,AAP220121P00040000,40.0,0.1,0.2,1.0,96,0.8105487695312499,False,2022-01-21,False,0.15000000000000002
179,AAP220121P00050000,50.0,0.05,0.15,1.0,41,0.6679720703125002,False,2022-01-21,False,0.1
180,AAP220121P00055000,55.0,0.1,0.2,1.0,31,0.6543003320312502,False,2022-01-21,False,0.15000000000000002
181,AAP220121P00060000,60.0,0.0,4.7,8.0,2,0.9670413452148439,False,2022-01-21,False,2.35
182,AAP220121P00065000,65.0,0.0,4.5,10.0,10,0.8989267919921874,False,2022-01-21,False,2.25
183,AAP220121P00070000,70.0,2.4,3.9,1.0,14,0.9154061193847658,False,2022-01-21,False,3.15
184,AAP220121P00075000,75.0,0.65,1.65,12.0,14,0.6909210595703126,False,2022-01-21,False,1.15
185,AAP220121P00080000,80.0,0.0,0.0,6.0,75,0.2500075,False,2022-01-21,False,0.0
186,AAP220121P00085000,85.0,0.25,1.65,10.0,18,0.5896037133789063,False,2022-01-21,False,0.95
187,AAP220121P00090000,90.0,0.25,1.6,4.0,8,0.551762294921875,False,2022-01-21,False,0.925
188,AAP220121P00095000,95.0,0.5,1.75,2.0,2,0.5387009020996094,False,2022-01-21,False,1.125
189,AAP220121P00100000,100.0,0.0,0.0,208.0,213,0.12500875,False,2022-01-21,False,0.0
190,AAP220121P00105000,105.0,0.0,3.1,4.0,161,0.5085498364257812,False,2022-01-21,False,1.55
191,AAP220121P00110000,110.0,1.6,2.35,1.0,149,0.5046436254882812,False,2022-01-21,False,1.975
192,AAP220121P00115000,115.0,0.6,4.4,10.0,100,0.5018360363769532,False,2022-01-21,False,2.5
193,AAP220121P00120000,120.0,1.55,1.85,1.0,25,0.4368952795410156,False,2022-01-21,False,1.7000000000000002
194,AAP220121P00125000,125.0,1.95,2.25,2.0,1582,0.4288387194824219,False,2022-01-21,False,2.1
195,AAP220121P00130000,130.0,1.05,2.95,22.0,48,0.43079182495117196,False,2022-01-21,False,2.0
196,AAP220121P00135000,135.0,2.75,4.0,1.0,143,0.4401911450195312,False,2022-01-21,False,3.375
197,AAP220121P00140000,140.0,3.3,5.3,1.0,119,0.45075012145996096,False,2022-01-21,False,4.3
198,AAP220121P00145000,145.0,4.0,5.3,1.0,787,0.41974457214355465,False,2022-01-21,False,4.65
199,AAP220121P00150000,150.0,4.8,5.5,32.0,103,0.3948424774169922,False,2022-01-21,False,5.15
200,AAP220121P00155000,155.0,5.7,7.3,39.0,536,0.40906352661132805,False,2022-01-21,False,6.5
201,AAP220121P00160000,160.0,6.7,7.4,1.0,84,0.3799805654907227,False,2022-01-21,False,7.050000000000001
202,AAP220121P00165000,165.0,7.9,9.8,1.0,192,0.39905386108398444,False,2022-01-21,False,8.850000000000001
203,AAP220121P00170000,170.0,9.3,10.6,1.0,118,0.38175056732177726,False,2022-01-21,False,9.95
204,AAP220121P00175000,175.0,10.8,12.5,1.0,29,0.38327643096923825,False,2022-01-21,False,11.65
205,AAP220121P00180000,180.0,12.6,14.0,1.0,12,0.3747926290893554,False,2022-01-21,False,13.3
206,AAP220121P00185000,185.0,12.4,16.5,,5,0.3807129800415039,False,2022-01-21,False,14.45
207,AAP220121P00195000,195.0,18.8,20.1,25.0,26,0.3618227880859375,False,2022-01-21,False,19.450000000000003
208,AAP220121P00200000,200.0,21.2,23.9,25.0,47,0.37964487548828124,False,2022-01-21,False,22.549999999999997
209,AAP220121P00210000,210.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,2022-01-21,False,0.0
210,AAP220121P00230000,230.0,0.0,0.0,,8,1.0000000000000003e-05,True,2022-01-21,False,0.0
211,AAP220121P00250000,250.0,54.8,58.0,,3,0.3794007373046875,True,2022-01-21,False,56.4
212,AAP220121P00260000,260.0,63.4,65.3,,4,0.3641115835571289,True,2022-01-21,False,64.35
213,AAP230120C00075000,75.0,107.5,112.5,2.0,1,1.0000000000000003e-05,True,2023-01-20,True,110.0
214,AAP230120C00095000,95.0,105.5,110.5,1.0,0,0.42517664672851563,True,2023-01-20,True,108.0
215,AAP230120C00120000,120.0,73.3,75.6,1.0,7,1.0000000000000003e-05,True,2023-01-20,True,74.44999999999999
216,AAP230120C00125000,125.0,66.0,69.0,1.0,2,1.0000000000000003e-05,True,2023-01-20,True,67.5
217,AAP230120C00135000,135.0,47.5,51.2,1.0,2,1.0000000000000003e-05,True,2023-01-20,True,49.35
218,AAP230120C00140000,140.0,63.5,67.8,1.0,15,0.2860483993530273,True,2023-01-20,True,65.65
219,AAP230120C00150000,150.0,58.6,62.2,1.0,66,0.3168098104858398,True,2023-01-20,True,60.400000000000006
220,AAP230120C00155000,155.0,48.6,52.3,1.0,1,0.21976488250732418,True,2023-01-20,True,50.45
221,AAP230120C00160000,160.0,52.1,56.4,3.0,20,0.3286199951171874,True,2023-01-20,True,54.25
222,AAP230120C00165000,165.0,41.3,44.9,1.0,1,0.2215654016113281,True,2023-01-20,True,43.099999999999994
223,AAP230120C00170000,170.0,47.3,49.3,1.0,4,0.31650463775634763,True,2023-01-20,True,48.3
224,AAP230120C00175000,175.0,34.4,36.8,25.0,25,0.20600159240722654,True,2023-01-20,True,35.599999999999994
225,AAP230120C00180000,180.0,40.5,43.7,20.0,1,0.31650463775634763,True,2023-01-20,True,42.1
226,AAP230120C00185000,185.0,38.0,41.0,1.0,13,0.3154365332031249,True,2023-01-20,True,39.5
227,AAP230120C00190000,190.0,34.4,38.3,1.0,1,0.31308670318603515,True,2023-01-20,True,36.349999999999994
228,AAP230120C00195000,195.0,32.5,35.5,2.0,3,0.30857014678955075,True,2023-01-20,True,34.0
229,AAP230120C00200000,200.0,31.5,33.6,3.0,9,0.3117897190856933,True,2023-01-20,True,32.55
230,AAP230120C00210000,210.0,23.3,27.3,,1,0.2905649557495117,False,2023-01-20,True,25.3
231,AAP230120C00220000,220.0,23.7,25.5,2.0,0,0.30818868087768553,False,2023-01-20,True,24.6
232,AAP230120C00230000,230.0,20.2,21.9,2.0,2,0.30455712539672847,False,2023-01-20,True,21.049999999999997
233,AAP230120C00240000,240.0,12.4,15.3,1.0,2,0.267310793762207,False,2023-01-20,True,13.850000000000001
234,AAP230120C00250000,250.0,13.7,16.2,1.0,7,0.3007729835510254,False,2023-01-20,True,14.95
235,AAP230120C00260000,260.0,12.5,14.1,2.0,1,0.30145962219238287,False,2023-01-20,True,13.3
236,AAP230120C00270000,270.0,9.6,12.4,1.0,2,0.30356531402587883,False,2023-01-20,True,11.0
237,AAP230120C00290000,290.0,7.4,10.0,,1,0.31201859863281245,False,2023-01-20,True,8.7
238,AAP230120C00300000,300.0,6.1,8.3,,0,0.30676962768554683,False,2023-01-20,True,7.2
239,AAP230120P00075000,75.0,1.15,3.4,8.0,81,0.5091601818847658,False,2023-01-20,False,2.275
240,AAP230120P00080000,80.0,1.65,3.9,66.0,35,0.5024463818359376,False,2023-01-20,False,2.775
241,AAP230120P00085000,85.0,0.8,4.7,,0,0.5445602185058593,False,2023-01-20,False,2.75
242,AAP230120P00090000,90.0,3.4,5.0,,50,0.5231981274414061,False,2023-01-20,False,4.2
243,AAP230120P00095000,95.0,2.6,3.3,1.0,23,0.43945873046875,False,2023-01-20,False,2.95
244,AAP230120P00100000,100.0,4.8,6.0,,0,0.4929249926757813,False,2023-01-20,False,5.4
245,AAP230120P00110000,110.0,6.1,7.5,1.0,15,0.4733329034423829,False,2023-01-20,False,6.8
246,AAP230120P00120000,120.0,9.2,13.0,1.0,1,0.5242051974487304,False,2023-01-20,False,11.1
247,AAP230120P00125000,125.0,6.5,7.3,,2,0.3924621301269531,False,2023-01-20,False,6.9
248,AAP230120P00130000,130.0,7.4,9.6,1.0,0,0.41049783843994136,False,2023-01-20,False,8.5
249,AAP230120P00140000,140.0,9.7,10.6,15.0,16,0.3781800463867187,False,2023-01-20,False,10.149999999999999
250,AAP230120P00150000,150.0,12.4,13.8,5.0,14,0.37662366546630854,False,2023-01-20,False,13.100000000000001
251,AAP230120P00155000,155.0,0.0,0.0,,30,0.0312596875,False,2023-01-20,False,0.0
252,AAP230120P00160000,160.0,24.9,27.3,10.0,10,0.49490861541748044,False,2023-01-20,False,26.1
